address,transfers,lp,stake,total amount,day average total amount,allocated_amount
0xF105b3395FE8a8b7c3FD44F838367f6C08151700,10058556081343088,0,0,10058556081343088,23779092390882.00472813238771,17902618506046
0x23e185a54932a52b13728CFe72Dbc6F3b6de45F8,19659037188841902080,0,0,19659037188841902080,46475265221848468.27423167849,34989936939439311
0xB7559Bc743AEe212D8b332A1f98b60d7500e574b,11330436007798583296,0,0,11330436007798583296,26785900727656225.28605200946,20166361027804717
0x255Ea3d97607aB1fC2438d68D1Ccc7eEF6B1386D,4622966975233498112,0,0,4622966975233498112,10928999941450350.14657210402,8228140645073961
0x7821EA0D00dc7d2A9Ca3C620970D8e0c713AabfF,2291416121465941786624,0,0,2291416121465941786624,5417059388808373018.023640662,4078353625457028110
0xE822fb608a39b1a34b80285A72875C9884B8DbCa,1933084853807887360,11071760710538,0,1933095925568597898,4569992901487726.799054373522,3440620783409075
0x1c8742426189C25C701d1213D348a75A2E06eB22,11227139710468384,0,0,11227139710468384,26541701443187.66903073286052,19982510165987
0x32eb3F27372ABc7179786ee3458802aCfEB371B2,1881388192111874304,0,0,1881388192111874304,4447726222486700.482269503546,3348569595156159
0x7F2bd3E24C3f82Cc8290a151B3fAb1804DDc6719,3702373409729116160,0,0,3702373409729116160,8752655814962449.550827423168,6589631571896432
0x6C4BFf4b6a355ec56E7945682eebc973558572A9,7202059343461036032,3201029671730518016,0,10403089015191554048,32161037084922156.17966903073,24213151966680441
0xfeF83774880431B257269bAFaa3bb4D9eE942067,11221315922725944,0,0,11221315922725944,26527933623465.58865248226950,19972144756741
0x33D27b662df56Ed656b0c52c222Da8dc65cfa932,72461086023052558336,0,0,72461086023052558336,171302803837003684.0094562648,128969125301260758
0x6dceFd396A949a75B3a646B608EDDC7c325b818D,196040575417367744,0,0,196040575417367744,463452896967772.4444444444444,348920819749930
0xbe876F14094100727650EFb512416765d48AF365,520224043607246176256,0,0,520224043607246176256,1229844074721622166.089834515,925915460932599778
0x8c5A2DF0223976B82C16f494A15b2209f05Da990,179506310158246838272,0,0,179506310158246838272,424364799428479523.1016548463,319492476276173868
0x5b1104164aCf3cAEb140B712398E4b7771A8Bc15,7801399569318809698304,0,5794509481918516428800,13595909051237326127104,46167950737375588769.30487405,34758568395742926256
0xd8bBf60BcB37F5f6f2E1d758aE876e7582d5A8a5,5480400551480633,0,0,5480400551480633,12956029672531.04728132387707,9754235055214
0xd08D71cB5A84bA5aDd4d4285007856a2EE780162,2581779867517009788928,0,0,2581779867517009788928,6103498504768344654.676122931,4595154578943842589
0x002Cd2707DAccbD5F3F192A565fcA0a2cEa021a6,90679162448747872256,0,0,90679162448747872256,214371542432028066.7990543735,161394382915340107
0x190d1A459d3480a8b6611511223a959A19A9F6e9,57384318666468160,14398138596133588,0,71782457262601748,203736633235780.9361702127659,153387655027783
0x31f73e2EA2137FfA38De4ee8F90Ba09565FA2e89,1027989888246549577728,0,0,1027989888246549577728,2430236142426831153.021276596,1829657323429019743
0x55544326B351a27B076C77Ad35800F5d79E05d16,1073128873541976719360,0,535117408000000000000,1608246281541976719360,5097318064794339072.089766647,3837629259263967170
0x9E16582171e8be5a135851C1a68908cF74692955,8482822869526843,0,0,8482822869526843,20053954774295.13711583924350,15098065811770
0x2bDAB32Fc7285EA127cd72046D7A0f9C5bF0dcBC,687510501810555584512,0,0,687510501810555584512,1625320335249540388.917257683,1223658558274019580
0xBBb4356CC640D997D958Bb94F6ae470DCc670A17,225036199681729888256,0,19725729051142209536,244761928732872097792,626381950774426247.6866311491,471585581125349468
0xfF4A2D4c733a8dE2112C889Aa694A2090b3962ef,621767701374525505536,0,0,621767701374525505536,1469900003249469280.226950355,1106646905089678322
0x029734a8B69B30632fa01cB99A0c033401bE4be5,1183568174232668471296,0,0,1183568174232668471296,2798033508824275345.853427896,2106561749800931873
0xcEae4FcD03917d417389Eb0fC96EBeC1e89414d1,691769046496374554624,0,313590536990683496448,1005359583487058051072,3135821008119282420.101575667,2360872580365205800
0xc6D5526FAd3F6AD021d31Bc692CDb99137595a51,3000000000000000000000,0,0,3000000000000000000000,7092198581560283687.943262411,5339519418473699005
0x9149fCe7E7176c84585Dc068111d9bF63628B4a5,28997976501477424,0,0,28997976501477424,68553135937298.87470449172577,51611752875360
0x719B4336eb9086EF3Ba2D9AE5ff24AC10a6436ce,2203917559432671920128,1827491697829440126976,0,4031409257262112047104,13850829681067499229.50354610,10427905140208481451
0x125537B978cC06982787236fc4baAd7cE9c48Bf7,100000000000000,0,0,100000000000000,236406619385.3427895981087470,177983980615
0x9A84B8aedA3D9C9052c06f46F8af335F1E3a2208,916275822294389227520,473551905370084868096,0,1389827727664474095616,4405152796772007006.411347517,3316517244858807643
0x7f2049F69EAbc4BD865fe8edf21CB8019Cc7eC8f,175292692755484344320,0,0,175292692755484344320,414403528972776227.7068557920,311992912294817518
0xe2A8BcBc81D2349d23D998338a9BEfA5324f4c9D,200000000000000000,0,0,200000000000000000,472813238770685.5791962174941,355967961231579
0xb3AB8A6572a86a3E85Fe75637c7f6E54AcE9dABe,58129209101548384,0,0,58129209101548384,137421298112407.5271867612293,103460680259411
0x7D15004d77bBe00B9da3A568480d37115c0D95b0,4421525959732225900544,0,0,4421525959732225900544,10452780046648288180.95508274,7869607907091926241
0x23392e76AC707949d4BfF9f5b9850CE67e686FDB,40911306821542912,0,0,40911306821542912,96717037403174.73286052009456,72815572402921
0xC509BC0D2F6631691Ff5F619eB11fC34Ccb1f22d,201532575661349371904,0,0,201532575661349371904,476436349081204188.8983451537,358695700399598314
0xc883591Fa54ACD414442F672d8aB98000cE10e3B,13129116526000000204800,0,7128000000000000000000,20257116526000000204800,65143363692173697137.14072415,49044630014086892766
0x1f25e0ad155D7E32c9034a6cff60DB3C825aAD7D,20576308999791321088,0,0,20576308999791321088,48643756500688702.33569739953,36622533821633631
0x78bB65eD1476Ae1B7168193699ae94B766a121Ee,1806427110545780113408,0,0,1806427110545780113408,4270513263701607833.115839243,3215150878272176072
0x57EC970C59bD98A3bc591133b6b935e4CEa413fb,24510741181752172544,4471794851892430336,0,28982536033644602880,79088252684484712.09456264776,59543349798456469
0xB9665a9Fef6B8ff19Cfe0B2cE4c14435B0e55A20,21761794630584600,0,0,21761794630584600,51446323003746.09929078014184,38732508336947
0xf35922a18778cE8Daecde38CE4418299ce1E5B7F,15381420532964943872,0,0,15381420532964943872,36362696295425399.22458628842,27376464539825463
0xaaB640ff4c56eA14ebD18e7054fb9baE4a271c13,1034276044798539857920,0,0,1034276044798539857920,2445097032620661602.647754137,1840845675087992334
0xFc70Bf66024292A1753860F39c5cC39bD3d28673,30214609409788026880,0,20143072939858685952,50357682349646712832,167807676091326724.9834967819,126337740653260304
0x198b7a5573834fb2b22EDB3919701caD68185EcD,11175121889015728,0,0,11175121889015728,26418727870013.54137115839243,19889926776736
0x46d0C5e56b4440279B85eaC7c2C8fe40A89319DD,5438255095327097880576,2147627700108565676032,0,7585882795435663556608,23010663110033638847.84869976,17324089433625322901
0x2fCFe1a63EFCf9675529cc3884cAA47Bb1BfbD78,1051890088524486672384,0,574942566393365004288,1626832654917851676672,5237659168233410378.613458210,3943288179894202734
0x9d88105Baf4E98060079655a3C91564F689B791b,616584600000000032768,0,0,616584600000000032768,1457646808510638375.338061466,1097421814943946162
0x4544FA9d3730Cd8d8834FDe0955bFacbd13CAc33,241709647344726573056,116805109863771766784,0,358514757208498339840,1123687629012458880.907801418,845993220072907863
0x56fDC966DEed7791a19D64b0BaFa31aFC1aA8932,805101584040613380096,0,0,805101584040613380096,1903313437448258581.787234043,1432951847276263287
0x9f49CaE9ca1b936977396Ccc2F0195F3247F23ee,167041852664496553984,0,0,167041852664496553984,394897996842781451.4988179669,297307738666633982
0xA971A8b6a7B85521eAB5b493A9758125F48D1292,1348991680376527650816,36768774727699169280,0,1385760455104226820096,3362953262014009431.148936170,2531874148678001459
0x82Ec95f65d4f64824feeE8903190635f24d8c4b9,389911472939689902080,0,0,389911472939689902080,921776531772316553.3806146572,693979960415718817
0x7701823aEa0C38Bd87Cb7c1a0d1FcefE56e7e981,29774106780812368,14887053390406184,0,44661160171218552,140775918585401.2671394799054,105986280882571
0x138f5945Eb459ffC97e586f653eebAE9321Ff411,1851383783288261312512,0,995532009135251914752,2846915792423513227264,9140104862414267809.733437398,6881331203364307247
0x63084e7c1CC5228E6BcfC0d59d2E5d01d54b056f,102040848289295138816,0,0,102040848289295138816,241231319832849027.9338061466,181616363639406707
0xF40322C9310BF82fcF576e07c8c60454F6C8483A,15407200590673250,0,0,15407200590673250,36423642058329.19621749408983,27422348912739
0x7eb6CF5a53152489C885C8d88E49BCc09cFbF29B,2322132127157395128320,0,1161066063578697564160,3483198190736092692480,11045014076596702200.71442307,8315484466641785453
0x3d8d10b096132562C59a3daaEC8931AeC068a44e,31888820443317493760,0,0,31888820443317493760,75387282371908968.69976359338,56756991996438276
0x9d39A4559a9FB2B4bBeDe149Ecb8249365d05710,1403700331044899584,0,0,1403700331044899584,3318440498924112.491725768322,2498361725110733
0xb6A39Dc5Cf4BB45cb72F45F46d1D0d014cBC736E,115756612084615037845504,0,0,115756612084615037845504,273656293344243588287.2434988,206028226014176415204
0xD1609f196c1d3D765BEbfc2EeFcf1566Bd9d1873,1721675452949390688256,0,1097442630273661796352,2819118083223052484608,9321076411055477436.203015598,7017579658205007733
0x9A114a8cb004394d2791d13846DAa4588A9A7996,694172401730892070912,685592513582321500160,0,1379764915313213571072,4882641675875969435.536643026,3676005365892207188
0xcD336aE1dF6AA75AA777e3Df8c9f4d6cF8D7490d,24999999999999997902848,0,15000000000000000000000,39999999999999997902848,130871989774565357513.4913751,98529887833717217143
0x63422bf246A861895BE6d88F986C28758c0DA213,420038819225994788864,0,210019409612997394432,630058228838992183296,1997877130595210885.080502675,1504146226569807638
0x03286D738beCd6A068822fF5A970a43a8C4FB76b,76300576209990647808,0,0,76300576209990647808,180379612789575999.5460992908,135802802771325805
0x433380010061B293868e14F57Da5256F2b0dA63a,931250595185027973120,0,0,931250595185027973120,2201538050082808447.092198582,1657476878818548881
0x3a45751e0e952c92DFa9979b3c01164219F1cA22,1010000000000000000,0,0,1010000000000000000,2387706855791962.174940898345,1797638204219478
0x120C021c50e49e821520032602d14D1aEBA2F10e,40608375026810355712,19271796673810751488,0,59880171700621107200,187120492610950020.5390070922,140877824048565004
0xD96Bab21DAc849D32c91602cD3322C1B1266d8c5,154699692000000016384,0,0,154699692000000016384,365720312056737627.3853427896,275340669821966811
0xfbB539FEcF658a8894B29070EAB37a9B4E8c38EE,100000000000000,0,0,100000000000000,236406619385.3427895981087470,177983980615
0x7445E7C1Bcb776C279d0f80FDc9953d1f7deDE5f,4446658599776610680832,0,0,4446658599776610680832,10512195271339505155.63120567,7914339980276760315
0x3552Ac578da7F477b507372E6DBBEB484E9fE7A1,1727584542735292928,0,0,1727584542735292928,4084124214504238.600472813239,3074823737663367
0xBD20f6626D187fF13dFAeEc69718581005c98309,43413620270321352704,563213232715916771328,0,606626852986238124032,2765579398823061218.345153664,2082127951371864104
0x6cFC82eA7010B660C683598Af87464eE1010e947,581505222966736388096,0,234558049679334539264,816063272646070927360,2497004158204739615.875846935,1879925108894872921
0xe341D029A0541f84F53de23E416BeE8132101E48,5693127335072327794688,0,0,5693127335072327794688,13458929870147347032.35933806,10132854652487371816
0xaE73e8639e77167cd65680b5467b5A76315b4412,2115844365474456403968,0,1603404030998712156160,3719248396473168560128,12673785757876826840.46503105,9541741447525979953
0x83083595F1948B2A75b4ACDfaDe5F6f916eB44Be,737227365292510336,0,0,737227365292510336,1742854291471655.640661938534,1312146610936520
0x3eDeCA898E22D98cae80434765eb1f12a76EdAb0,100000000000000,0,0,100000000000000,236406619385.3427895981087470,177983980615
0x1fd67E77033b221a4E8654B8DE5d8E087ED3d9BD,189717907640526143488,0,0,189717907640526143488,448505691821574807.3002364066,337667483959596363
0x4C8085A0fE15fF0472Ef875F630D154DD49da4e4,2128090421856642531328,810028896555543691264,0,2938119318412186222592,8860870484557281120.226950354,6671103392379242066
0x3459be10A49e7bA76c59903755CBd76C0743F8DC,818306094022174441472,0,409153047011087220736,1227459141033261662208,3892199854494829059.225807911,2930329215215446021
0x44c0B494eE1B6974dCB036BB0FCA219954649747,3064577935695641837568,0,0,3064577935695641837568,7244865096207191105.361702128,5454457799024307482
0xFb21972bF754E6112D3edc948C8A04CF55d6E747,10061930133011526844416,0,6139066987180061622272,16200997120191588466688,53160595126817731364.07750518,40023136226793881396
0xcAc546561F1a780F7964fC5704F05496F661e36f,16880986537880132255744,0,0,16880986537880132255744,39907769593097239375.28132388,30045451807334688421
0x80d23552aDB2aA386da25694E175C83a064978Cd,967522504412600064,0,0,967522504412600064,2287287244474231.829787234043,1722035066707127
0x701a7fCC2dea5fFFB7824B3ff2F377Fa0dCf9df8,19434564957844361216,0,6502989156278403072,25937554114122764288,77059378661138099.85182168833,58015866871869719
0x8E57Fb914b3C718c71E75825C9a48400Cc2907CB,16472456213288932343808,4857757030121358753792,5555164707772480618496,26885377951182771716096,88489830653182147573.88822153,66621536844526249574
0xE6A630EACdc5a3621CBAf81C401fc34B4A7E4656,20000000000000000000,10000000000000000000,0,30000000000000000000,94562647754137115.83924349881,71193592246315986
0x64A302b702951C8106d4B4D3033C75D0Bed3b138,3039528945605584355328,1519764472802792177664,0,4559293418408376532992,14371295251090233358.52482270,10819749218715936848
0x77c320B57912b929eB674AbcD3012eDF5da50044,76610124117620850688,0,0,76610124117620850688,181111404533382625.7399527187,136353748459238929
0xd92Cc3c101fB8471E9119330258d202E3209140b,9884705130839311122432,4836412332814359552,0,9889541543172125481984,23390964433817824684.48226950,17610407742378907757
0x1460C9F636D99C4Abb3161DDb8B31AD6be441a45,226933348718141997056,0,113466674359070998528,340400023077212995584,1079388206092036940.084472949,812641414396489038
0xB7f42c4C596Ab844Ad9d24400ee2794688f0B272,305496199999999967232,0,0,305496199999999967232,722213238770685501.7304964539,543734297389974890
0x162889b5e33A83e5a59aBcbc8Ca60c312C1829D3,70707031692833456128,20015479157911855104,0,90722510850745311232,261791938554745074.0803782506,197095882671323801
0x732865dc32AC99Fb2470fdfd0F54EeA27D4b5EF9,53768735310370807808,0,0,53768735310370807808,127112849433500727.6784869976,95699735432165793
0x6B2a449433db33b3B3FC9B01a8d96e39D4ffCd74,140694002720861503488,0,0,140694002720861503488,332609935510310882.9503546099,250412786530277146
0x0DF2763078b4b5C714E0EdF86Fa33bc71127180F,21000000000000000000,0,0,21000000000000000000,49645390070921985.81560283688,37376635929315893
0xFa7a22516142b43DF13d5B511788bb2a8075d269,200490397457908203520,161205762604752240640,0,361696160062660444160,1236174758078989798.581560284,930681656679960835
0x92B516274065B67c308F10F6a1E56dfC1C5b95D3,3579680040558946418688,0,2270776375427434545152,5850456415986380963840,19327559302799830489.72465982,14551182827469237201
0x1F9DE9bBE8951c8259FE02F7Aea348006c794d39,493900011306480576,0,0,493900011306480576,1167612319873476.539007092199,879062900385110
0x119b7B15552e98dB98C7050E24c6a18b94e02019,4892562066063897919488,0,0,4892562066063897919488,11566340581711342599.26241135,8707976719278661184
0xd91588e4FE0c313347f55d90D6A65fFde8464121,11217358513360336,0,0,11217358513360336,26518578045769.11583924349882,19965101202022
0xeC89Ae24193DB620286DD1ACaE606b1E6938346e,385412350822704087040,0,0,385412350822704087040,911140309273532120.6619385343,685972243779142065
0xA6A97c1e6f99C64579d2E576c0C3af4304EE314d,345575287919798124544,0,0,345575287919798124544,816962855602359632.4917257683,615068653464133860
0xcb05355e5219932d767b496A49a4c0d53310Bc88,425214494555088224256,208667134771337658368,0,633881629326425882624,1991841049876509553.172576832,1499601828970341396
0xF123E47F0c4644aD7e7827672D1f5C7C75A1B109,891049717408819970048,430035070823063355392,0,1321084788231883325440,4139763260177178914.496453900,3116712830499604888
0x7ca7081795DaaB1cDA956e6817130081fc568729,2962280624970990616576,0,0,2962280624970990616576,7003027482200923443.442080378,5272384973333669822
0x9171f50C898B3629f90eBbe19b85B887d3b607eC,16228952380810782720,0,0,16228952380810782720,38366317685131874.04255319149,28884935459608047
0x19160E503FDC6b1b1209F9c09B9bAe41b7079E71,110000000000000000000,0,0,110000000000000000000,260047281323877068.5579196217,195782378677368963
0xc45579f1B88AE97F36aF51684E2898cc96B8851b,43823173188871086080,0,0,43823173188871086080,103600882243194056.9267139480,77998228073704379
0x4b45db682c5C4A50A7b4133A73d9D783f049eFF2,5314241838179681304576,0,0,5314241838179681304576,12563219475602083462.35460993,9458499163141924390
0x782BcF62D3e8bB519F07F87D9C7163520e3Ae52E,135656606026369695744,0,67828303013184847872,203484909039554543616,645238531271148857.6736231294,485782177085034524
0x9C41034b16328667e7bbbE6ac720aF7C379749eb,3367317337089461190656,0,0,3367317337089461190656,7960561080589742767.508274232,5993285436517441501
0x2DE34127141DC241700C22C0566FaF3Ee6971D7c,15245614577669253120,0,0,15245614577669253120,36041642027586886.80851063830,27134751694676892
0x8Ff5fA371cD54b014150F463608CEc96A4999141,379823545206830333952,0,166797016516354408448,546620561723184742400,1695999852213574203.054871221,1276871204391829348
0xB1cF1Bf775aF49Ad329595eC75950e095CF7626E,698251956055079649280,334511614557684105216,0,1032763570612763754496,3232329042956141512.321513002,2433530800538276293
0xA60B304073AF3a0FEb1C8B8B18A2AD0F2b96BE7e,143800000000000000000,0,0,143800000000000000000,339952718676122931.4420803783,255940964125505972
0x4970aB392Df0d6E1969aA634795BbC27B4E8f7a6,7506116065117755932672,4213973621014735093760,0,11720089686132491026432,37669180395147106667.12056737,28360080147900620663
0x26ECf6931750c97b933224D812C660D264559955,10550551822329497600,0,0,10550551822329497600,24942202889667843.02600472813,18778292110313808
0xe106bd588B1D98f1931Ec6153818Ed6423FB6430,1870251190888692187136,0,0,1870251190888692187136,4421397614394071364.387706856,3328747517057910912
0xa5BBe18643d0B163F5596eD4C08B958f680b7816,91354504385494073344,45677252192747036672,0,137031756578241110016,431936190947962521.7210401892,325192766754257533
0xf418118A552384bAE8055D8381dDfD191152e224,136484736102834456494080,0,0,136484736102834456494080,322658950597717391238.9598109,242920966248780969666
0xA97578DD7ad20Ba12D42cB4100616f7d3797a72F,234582191943600275456,0,0,234582191943600275456,554567829653901360.4160756501,417518723036992727
0xC958D70a24cdD27913CE831164ea59abD8A69b32,14879659626157520896,0,8000000000000000000,22879659626157520896,73454012259967218.28886852851,55301486600592916
0x1576C5BD9bb8717e452a3f46B649CaCff5003184,45510422479427669590016,7010020853382944653312,0,52520443332810614243328,140733957886982408739.1016549,105954689837644532298
0xeE7b28885d9841d4E18a33c37C9F1289A0cDFb04,100000000000000,0,0,100000000000000,236406619385.3427895981087470,177983980615
0x414eb78D3373B4A4cD169430d86330E9323A5168,2787925178000497704960,0,0,2787925178000497704960,6590839664303777080.283687943,4962060208395133764
0xc65750dC488f5f8E99e3058352069B2b1472cD3b,257605840488923889664,76322369337942573056,29857600000000000000,363785809826866462720,1112718855355855175.237073987,837735134901892631
0xC4736E52c4De27ff8B3BC5E0b4cB18f40cffCb6b,10443159253746160,0,0,10443159253746160,24688319748808.88888888888889,18587150541863
0x35B6dbD9F95F42544BB5643eC79D573266669303,114549513604222936940544,13893356992363384274944,0,128442870596586321215488,336492263803663606360.3593381,253335683721162934698
0xf794dAd3dD9502971DC1e93F7B9B51c8B61356d4,17939363204175579136,0,0,17939363204175579136,42409842090249596.06619385343,31929192727916020
0xb41A6a98278a5d14AD9Ee11D155046906a2D7BD7,3900048966586636173312,1950003510211284303872,0,5850052476797920477184,18439848669052493572.23640662,13882850135939227811
0x0F5a0985079ebABC67E0810B0BBC15E3D24ceDCE,420087337752014094336,0,0,420087337752014094336,993114273645423390.8652482270,747688165793932893
0x3668811B5b0966D1891C47caC0EF8615e3381CA9,8602740055637150,0,0,8602740055637150,20337446940040.54373522458629,15311499193052
0x96A952Dc3a6287a530Ea2D82bf3639B21C6FD6B6,2000000000000000000,0,0,2000000000000000000,4728132387706855.791962174941,3559679612315799
0x092f84058E52133E6c96A8377Ba2D1a413F47A5E,2503373210254380544,1251686605127190272,0,3755059815381570816,11836279953921421.01182033097,8911206578560071
0x800f4558Af3cF999aE439357a3f29fE0ae981FBD,6661175343075833151488,0,2254028151905751924736,8915203494981585076224,26532283133224543224.22794575,19975419381887545033
0x61EcfA1672B7CB135F17Bf79E3970780B5759DE4,1000000000000000000,0,0,1000000000000000000,2364066193853427.895981087470,1779839806157899
0x4D580FD6857AF8b04BB7F8565bC2B5188f312CCd,701553966269719379968,328574225743334342656,0,1030128192013053722624,3212062453324794480.567375887,2418272647845799350
0x5186FB428B3c968997afCb349e2D5e465d7363DF,356912005052787851264,0,155330563412570079232,512242568465357930496,1586972042706457683.546687480,1194787193443446444
0x5842d1D790e74707299181C5B1Ddd2b03C195470,602519471543800561664,0,482015577235040436224,1084535048778840997888,3730690541733985113.288857217,2808733337458573599
0x007378f2FeB24F021eE2C03679659F67E8a9D02C,8924577740816589520896,0,0,8924577740816589520896,21098292531481299103.77304965,15884318716256104840
0xC5721E9A00B8aF4599DE995D90F24F55ED877eAE,3566727439614915117056,557047443103364153344,789679545970028576768,4913454428688307847168,14844144853258741542.35931543,11175744556940216944
0xB7F5bFF31b1dc7a7842052BAa9135C9743A02009,32513634820087,0,0,32513634820087,76864384917.46335697399527187,57869061495
0x41CDA62C9783eB7A0267Ac13f2aaDE372A3b33cc,699915293834466820096,0,0,699915293834466820096,1654646084715051584.151300236,1245737100905286813
0x49A011717ddbC49DBf03dD9D728ff7503F60cD8E,2187052471465047228416,0,1093526235732523614208,3280578707197570842624,10402519758062736656.02189872,7831768331141755385
0x5EDeD00bE3fa60093d40cD8Ba764581B856F23De,5807992455006988288,0,0,5807992455006988288,13730478617037797.37115839243,10337296165286181
0x412Dfd2e25a94cb4788980532b377965FF0F2fea,5792458811121987485696,0,2702402061622160392192,8494860872744147877888,26623909459552628529.50196252,20044402299250327972
0x3b36451f975f070B4D509A471789015A1F9aa6cE,119872734715593998336,44567862633631719424,0,164440597349225717760,494109834474840277.0307328606,372001576901250110
0xec5246716d5cD26327B08B87eE6e9CE722b5AeD5,103598856819988824064,0,0,103598856819988824064,244914555129997220.0094562648,184389369240668910
0x96585d2f4A5c7D4D937Ab67B8bCa6Ff6F2Ed273e,6313739432312417812480,0,0,6313739432312417812480,14926097948729120124.06619385,11237444767338421213
0xc5e98b25E536e578d96Aa97C8705411258E198f2,239501167878416046751744,0,119750583939208023375872,359251751817624070127616,1139165915514313885315.736899,857646392272038797392
0x7131f0cd986C2653117Ff3D4aAdFFd83BecdccC7,10690167645102608384,0,0,10690167645102608384,25272263936412785.77777777778,19026785909254877
0x02F8B4b490cE9a78C37553742bDaAE7c2e47514B,2200000000000000000,0,0,2200000000000000000,5200945626477541.371158392435,3915647573547379
0xe8e75F09e7CacFD610fCD9a029dc8a61CFe38842,202075746106933772288,0,0,202075746106933772288,477720439969110572.7848699764,359662456780177953
0xD41cB956f1A229cB6c1DC250d573E9Ac1B1ff6Cb,20824919868407111680,0,0,20824919868407111680,49231489050607829.03073286052,37065021341839507
0xe0Af179b384208449513511A3718339BdF4A49E0,984388500818291851264,0,0,984388500818291851264,2327159576402581208.661938534,1752053838480494027
0x99357ee2b0D4CB6ABd013663021C975aB387C937,360111977762456207360,0,0,360111977762456207360,851328552629920111.9621749409,640941632695867932
0x649c28886E84272419002cfd643776bd48f48f96,1230546373144324866048,0,0,1230546373144324866048,2909093080719444127.773049645,2190175418245501643
0xdEaA614Ef99e7EaF2bC0BCB50A01761496Fb5703,311216822734407991296,0,64319679283993100288,375536502018401091584,1043486831230788869.690047168,785612265957252240
0x61B30E60cdA320522b68675cC622db4f5fa86CCB,158358906396740544,0,0,158358906396740544,374370937108133.6737588652482,281853485264551
0x7B9588f05F68B1B1589b312a64814415Da531a1C,2478937772361078784,1239468368748467456,0,3718406141109546240,11720743522122963.82033096927,8824222406580878
0xeEe4bF98061c229E150a899244FD845edE52A0B5,1827488269011038208,0,0,1827488269011038208,4320303236432714.439716312057,3252636366472441
0xa90D18A94DeCb912e207E78c77e2FB332A73529f,44715931446225567744,0,0,44715931446225567744,105711421858689285.4468085106,79587194757420044
0xc07DeF0170B837DF988420A429Ad77C862BEb1ce,1886454446595360423936,0,0,1886454446595360423936,4459703183440568378.099290780,3357586716553994188
0x05e5ab383f3C2D423cFd118B83420261ab0990Bc,1845658908721926897664,247934329380934778880,0,2093593238102861676544,5535526164264294220.860520095,4167543971823738617
0xB249C64e8f910254e62b42CBf0eA5EA2BE271bBB,170577007609030891274240,0,0,170577007609030891274240,403255337137188868260.6146572,303599748157852118308
0xdb6d47E07E2BF524616Cb47A48e75945fE418498,427869845459757957120,0,0,427869845459757957120,1011512637020704390.354609929,761539782803906089
0x073Ab99BEa665F4e804a70dbAAb0DF874C2d3107,2281663473323300093952,0,0,2281663473323300093952,5394003483033806368.680851064,4060995474077302520
0x81fdCf2533Df53e7f2f21d28cC542e110F35c381,434392166788847042560,0,0,434392166788847042560,1026931836380253055.697399527,773148469933971542
0xcE92BE2A07A92de25e8B942B07C7a5B43d75e2b9,101235269138604785664,0,0,101235269138604785664,239326877396228807.7163120567,180182561799997144
0xD53d5eA1C50CAe08bf29566bB9060b88146e7c40,152601152419981295616,0,0,152601152419981295616,360759225579151999.0921985816,271605605542651611
0x959E95Ebc561C32f42bfaaD576758eff44Bce607,92158823373095296,0,0,92158823373095296,217869558801643.7257683215130,164027942328110
0x3e4A225202A6d95ab3E9b12713E6a844a4E32D60,9914673042275887480832,3873610132168458108928,0,13788283174444345589760,41753884885609465008.71867612,31435340759223238148
0xF8Bc2a21E2d866314891b4e791b6c0EeF4900597,198768995691851087872,0,99384497845925543936,298153493537776631808,945426976239702539.9592339973,711785723471687745
0x9DFA7BD409aee3e65047D51B4068780f43135696,163452902721478164480,0,0,163452902721478164480,386413481611059490.4964539007,290919982695741727
0xdE30F5abEB54E98439769c9475DA53E9bCc21609,156470644629060878336,0,0,156470644629060878336,369906961298016260.8416075650,278492681805989318
0x6f69286d7C51DE0f0cF5F3C03c8cA3edA8a322F9,239879784590019035136,8000000000000000000,60112987990530555904,307992772580549591040,892538700547563015.2682027441,671967608987132245
0x35d6bFE775fA0cE6215EF015e45A966025c74Cd5,590923304716028215296,0,0,590923304716028215296,1396981807839310201.645390071,1051748820119961137
0x9a6c7d26dD5B95Db47f67805f80117B18a218288,117474868970797989888,0,58626704120460435456,176101573091258425344,558228912392135736.8136007330,420275050591647952
0x69306dE146ba29F57ad25eA3aE2DE3a420c11Ce9,26979796201478340608,12520991266492774400,0,39500787467971115008,122982928450269242.0992907802,92590432578737356
0xC639BECE23b46b968B721C276fBC0df907D4202d,322083758635529142272,0,0,322083758635529142272,761427325379501518.3735224586,573257494536467931
0xB2296d274389F5E37856BB3A968c48BE6CDD17a8,2631223415579636924416,0,0,2631223415579636924416,6220386325247368615.640661939,4683156173943387665
0x693DDc5903e9763fD2845244c1593bf226EDDb8A,104367252805731090432,0,0,104367252805731090432,246731094103383192.5106382979,185756991002984934
0x01E8c389737a98D8E42A2f0a51fbCB1E7eD5b4a2,16950843856812735725568,0,5652761426408489615360,22603605283221225340928,67119622308693348648.19518816,50532500261582295931
0x78bD6D743C7F95d51E5b932ab9a77dc501b140BA,408127637837949042688,0,306095728378461814784,714223366216410857472,2429413614444791674.589387718,1829038064946360115
0x64b1091c0626A38d313e06F84B97Df828a2d6539,25370321892661178368,12685160946330589184,0,38055482838991767552,119954240627239614.0330969267,90310217599195179
0x5941f87EB62737eC5EBbECab3e373c40fe40566B,3300000000000000000,0,0,3300000000000000000,7801418439716312.056737588652,5873471360321068
0x000c277d0048C99894A56619d47aeC09256c7A72,60917385056135217152,0,0,60917385056135217152,144012730629161269.8628841608,108423186809957838
